n,alg,time
1800,b1,0.002000
1800,b2,3.281000
1800,b1,0.003000
1800,b2,3.270000
1800,b1,0.003000
1800,b2,3.290000
1800,b1,0.003000
1800,b2,3.251000
1800,b1,0.003000
1800,b2,3.321000
1900,b1,0.006000
1900,b2,3.690000
1900,b1,0.003000
1900,b2,3.652000
1900,b1,0.003000
1900,b2,3.733000
1900,b1,0.003000
1900,b2,3.687000
1900,b1,0.003000
1900,b2,3.643000
1900,b1,0.003000
1900,b2,3.671000
1900,b1,0.003000
1900,b2,3.719000
1900,b1,0.003000
1900,b2,3.664000
1900,b1,0.003000
1900,b2,3.742000
1900,b1,0.003000
1900,b2,4.721000
2000,b1,0.006000
2000,b2,4.124000
2000,b1,0.003000
2000,b2,4.125000
2000,b1,0.003000
2000,b2,4.059000
2000,b1,0.003000
2000,b2,4.044000
2000,b1,0.003000
2000,b2,4.322000
2000,b1,0.003000
2000,b2,4.819000
2000,b1,0.003000
2000,b2,4.411000
2000,b1,0.003000
2000,b2,4.207000
2000,b1,0.003000
2000,b2,4.003000
2000,b1,0.003000
2000,b2,4.129000
1000,b1,0.009000
1000,b2,1.057000
1000,b1,0.002000
1000,b2,1.082000
1000,b1,0.002000
1000,b2,1.088000
1000,b1,0.002000
1000,b2,1.148000
1000,b1,0.002000
1000,b2,1.083000
1000,b1,0.002000
1000,b2,1.152000
1000,b1,0.002000
1000,b2,1.279000
1000,b1,0.003000
1000,b2,1.259000
1000,b1,0.002000
1000,b2,1.215000
1000,b1,0.003000
1000,b2,1.173000
1100,b1,0.005000
1100,b2,1.342000
1100,b1,0.002000
1100,b2,1.302000
1100,b1,0.002000
1100,b2,1.364000
1100,b1,0.002000
1100,b2,1.251000
1100,b1,0.002000
1100,b2,1.359000
1100,b1,0.015000
1100,b2,1.344000
1100,b1,0.002000
1100,b2,1.678000
1100,b1,0.002000
1100,b2,1.410000
1100,b1,0.003000
1100,b2,1.372000
1100,b1,0.002000
1100,b2,1.418000
1200,b1,0.006000
1200,b2,1.886000
1200,b1,0.003000
1200,b2,1.921000
1200,b1,0.003000
1200,b2,1.778000
1200,b1,0.002000
1200,b2,1.492000
1200,b1,0.002000
1200,b2,1.627000
1200,b1,0.003000
1200,b2,1.848000
1200,b1,0.002000
1200,b2,1.597000
1200,b1,0.002000
1200,b2,1.636000
1200,b1,0.002000
1200,b2,1.502000
1200,b1,0.002000
1200,b2,1.569000
1300,b1,0.018000
1300,b2,2.146000
1300,b1,0.003000
1300,b2,1.779000
1300,b1,0.002000
1300,b2,1.838000
1300,b1,0.003000
1300,b2,1.815000
1300,b1,0.003000
1300,b2,1.792000
1300,b1,0.002000
1300,b2,1.795000
1300,b1,0.002000
1300,b2,1.812000
1300,b1,0.003000
1300,b2,1.772000
1300,b1,0.002000
1300,b2,1.782000
1300,b1,0.003000
1300,b2,1.780000
1400,b1,0.005000
1400,b2,2.044000
1400,b1,0.002000
1400,b2,2.081000
1400,b1,0.003000
1400,b2,2.082000
1400,b1,0.002000
1400,b2,2.093000
1400,b1,0.002000
1400,b2,2.118000
1400,b1,0.003000
1400,b2,2.313000
1400,b1,0.002000
1400,b2,2.372000
1400,b1,0.003000
1400,b2,2.631000
1400,b1,0.003000
1400,b2,2.581000
1400,b1,0.003000
1400,b2,2.659000
1500,b1,0.010000
1500,b2,2.444000
1500,b1,0.002000
1500,b2,2.404000
1500,b1,0.002000
1500,b2,2.289000
1500,b1,0.003000
1500,b2,2.319000
1500,b1,0.003000
1500,b2,2.324000
1500,b1,0.003000
1500,b2,2.379000
1500,b1,0.003000
1500,b2,2.359000
1500,b1,0.003000
1500,b2,2.277000
1500,b1,0.002000
1500,b2,2.320000
1500,b1,0.003000
1500,b2,2.277000
1600,b1,0.009000
1600,b2,2.760000
1600,b1,0.003000
1600,b2,2.753000
1600,b1,0.003000
1600,b2,2.720000
1600,b1,0.003000
1600,b2,2.717000
1600,b1,0.004000
1600,b2,2.697000
1600,b1,0.003000
1600,b2,2.683000
1600,b1,0.003000
1600,b2,2.598000
1600,b1,0.002000
1600,b2,2.680000
1600,b1,0.002000
1600,b2,2.671000
1600,b1,0.003000
1600,b2,2.682000
1700,b1,0.010000
1700,b2,3.420000
1700,b1,0.003000
1700,b2,3.112000
1700,b1,0.003000
1700,b2,3.346000
1700,b1,0.002000
1700,b2,3.370000
1700,b1,0.003000
1700,b2,3.080000
1700,b1,0.003000
1700,b2,3.261000
1700,b1,0.002000
1700,b2,3.042000
1700,b1,0.003000
1700,b2,3.023000
1700,b1,0.002000
1700,b2,3.072000
1700,b1,0.003000
1700,b2,3.089000
1800,b1,0.007000
1800,b2,3.746000
1800,b1,0.003000
1800,b2,3.344000
1800,b1,0.003000
1800,b2,3.392000
1800,b1,0.003000
1800,b2,3.301000
1800,b1,0.003000
1800,b2,3.281000
1800,b1,0.003000
1800,b2,3.341000
1800,b1,0.003000
1800,b2,3.293000
1800,b1,0.003000
1800,b2,3.301000
1800,b1,0.002000
1800,b2,3.295000
1800,b1,0.003000
1800,b2,3.383000
1900,b1,0.007000
1900,b2,3.696000
1900,b1,0.003000
1900,b2,3.703000
1900,b1,0.003000
1900,b2,3.795000
1900,b1,0.003000
1900,b2,3.703000
1900,b1,0.003000
1900,b2,3.723000
1900,b1,0.003000
1900,b2,3.650000
1900,b1,0.003000
1900,b2,3.675000
1900,b1,0.003000
1900,b2,3.661000
1900,b1,0.003000
1900,b2,3.963000
1900,b1,0.004000
1900,b2,4.421000
2000,b1,0.011000
2000,b2,4.162000
2000,b1,0.003000
2000,b2,4.090000
2000,b1,0.003000
2000,b2,4.045000
2000,b1,0.003000
2000,b2,4.055000
2000,b1,0.003000
2000,b2,4.065000
2000,b1,0.003000
2000,b2,4.269000
2000,b1,0.003000
2000,b2,4.690000
2000,b1,0.004000
2000,b2,4.570000
2000,b1,0.003000
2000,b2,4.105000
2000,b1,0.003000
2000,b2,4.080000
1000,b1,0.009000
1000,b2,1.067000
1000,b1,0.002000
1000,b2,1.071000
1000,b1,0.002000
1000,b2,1.037000
1000,b1,0.001000
1000,b2,1.086000
1000,b1,0.002000
1000,b2,1.154000
1000,b1,0.002000
1000,b2,1.160000
1000,b1,0.002000
1000,b2,1.182000
1000,b1,0.003000
1000,b2,1.129000
1000,b1,0.002000
1000,b2,1.043000
1000,b1,0.001000
1000,b2,1.043000
1100,b1,0.008000
1100,b2,1.586000
1100,b1,0.002000
1100,b2,1.321000
1100,b1,0.002000
1100,b2,1.336000
1100,b1,0.002000
1100,b2,1.361000
1100,b1,0.002000
1100,b2,1.333000
1100,b1,0.003000
1100,b2,1.301000
1100,b1,0.002000
1100,b2,1.295000
1100,b1,0.002000
1100,b2,1.327000
1100,b1,0.003000
1100,b2,1.363000
1100,b1,0.003000
1100,b2,1.642000
1200,b1,0.005000
1200,b2,1.673000
1200,b1,0.002000
1200,b2,1.625000
1200,b1,0.002000
1200,b2,1.622000
1200,b1,0.002000
1200,b2,1.859000
1200,b1,0.002000
1200,b2,2.000000
1200,b1,0.003000
1200,b2,1.654000
1200,b1,0.002000
1200,b2,1.738000
1200,b1,0.002000
1200,b2,1.570000
1200,b1,0.002000
1200,b2,1.546000
1200,b1,0.002000
1200,b2,1.557000
1300,b1,0.008000
1300,b2,2.168000
1300,b1,0.003000
1300,b2,1.812000
1300,b1,0.002000
1300,b2,1.815000
1300,b1,0.002000
1300,b2,1.880000
1300,b1,0.002000
1300,b2,1.777000
1300,b1,0.003000
1300,b2,1.915000
1300,b1,0.002000
1300,b2,1.851000
1300,b1,0.003000
1300,b2,1.784000
1300,b1,0.003000
1300,b2,1.822000
1300,b1,0.002000
1300,b2,1.796000
1400,b1,0.005000
1400,b2,2.071000
1400,b1,0.003000
1400,b2,2.089000
1400,b1,0.002000
1400,b2,2.059000
1400,b1,0.002000
1400,b2,2.064000
1400,b1,0.003000
1400,b2,2.160000
1400,b1,0.003000
1400,b2,2.602000
1400,b1,0.003000
1400,b2,2.667000
1400,b1,0.003000
1400,b2,2.550000
1400,b1,0.003000
1400,b2,2.011000
1400,b1,0.002000
1400,b2,2.022000
1500,b1,0.018000
1500,b2,2.440000
1500,b1,0.003000
1500,b2,2.391000
1500,b1,0.003000
1500,b2,2.393000
1500,b1,0.003000
1500,b2,2.485000
1500,b1,0.003000
1500,b2,2.298000
1500,b1,0.003000
1500,b2,2.347000
1500,b1,0.002000
1500,b2,2.364000
1500,b1,0.003000
1500,b2,2.305000
1500,b1,0.002000
1500,b2,2.305000
1500,b1,0.002000
1500,b2,2.407000
1600,b1,0.006000
1600,b2,2.675000
1600,b1,0.003000
1600,b2,2.601000
1600,b1,0.002000
1600,b2,2.562000
1600,b1,0.002000
1600,b2,2.659000
1600,b1,0.003000
1600,b2,2.572000
1600,b1,0.002000
1600,b2,2.613000
1600,b1,0.003000
1600,b2,2.638000
1600,b1,0.003000
1600,b2,2.673000
1600,b1,0.003000
1600,b2,2.572000
1600,b1,0.002000
1600,b2,2.597000
1700,b1,0.011000
1700,b2,3.191000
1700,b1,0.003000
1700,b2,2.999000
1700,b1,0.002000
1700,b2,3.117000
1700,b1,0.003000
1700,b2,2.988000
1700,b1,0.002000
1700,b2,2.964000
1700,b1,0.003000
1700,b2,2.936000
1700,b1,0.004000
1700,b2,2.958000
1700,b1,0.003000
1700,b2,2.912000
1700,b1,0.003000
1700,b2,2.901000
1700,b1,0.003000
1700,b2,2.988000
1800,b1,0.011000
1800,b2,3.415000
1800,b1,0.003000
1800,b2,3.324000
1800,b1,0.003000
1800,b2,3.241000
1800,b1,0.002000
1800,b2,3.281000
1800,b1,0.003000
1800,b2,3.314000
1800,b1,0.003000
1800,b2,3.240000
1800,b1,0.003000
1800,b2,3.318000
1800,b1,0.003000
1800,b2,3.473000
1800,b1,0.003000
1800,b2,3.269000
1800,b1,0.003000
1800,b2,3.286000
1900,b1,0.010000
1900,b2,3.713000
1900,b1,0.002000
1900,b2,3.638000
1900,b1,0.003000
1900,b2,3.665000
1900,b1,0.003000
1900,b2,3.654000
1900,b1,0.004000
1900,b2,3.617000
1900,b1,0.004000
1900,b2,3.658000
1900,b1,0.003000
1900,b2,3.696000
1900,b1,0.003000
1900,b2,3.676000
1900,b1,0.004000
1900,b2,4.105000
1900,b1,0.005000
1900,b2,4.676000
2000,b1,0.007000
2000,b2,4.072000
2000,b1,0.004000
2000,b2,4.082000
2000,b1,0.003000
2000,b2,4.080000
2000,b1,0.003000
2000,b2,4.140000
2000,b1,0.003000
2000,b2,4.030000
2000,b1,0.003000
2000,b2,4.079000
2000,b1,0.003000
2000,b2,5.032000
2000,b1,0.004000
2000,b2,4.703000
2000,b1,0.003000
2000,b2,4.232000
2000,b1,0.003000
2000,b2,4.085000
1000,b1,0.004000
1000,b2,1.068000
1000,b1,0.002000
1000,b2,1.086000
1000,b1,0.002000
1000,b2,1.048000
1000,b1,0.001000
1000,b2,1.044000
1000,b1,0.002000
1000,b2,1.103000
1000,b1,0.001000
1000,b2,1.142000
1000,b1,0.002000
1000,b2,1.190000
1000,b1,0.002000
1000,b2,1.120000
1000,b1,0.002000
1000,b2,1.171000
1000,b1,0.002000
1000,b2,1.457000
1100,b1,0.005000
1100,b2,1.298000
1100,b1,0.002000
1100,b2,1.474000
1100,b1,0.002000
1100,b2,1.336000
1100,b1,0.002000
1100,b2,1.296000
1100,b1,0.003000
1100,b2,1.319000
1100,b1,0.002000
1100,b2,1.332000
1100,b1,0.002000
1100,b2,1.715000
1100,b1,0.003000
1100,b2,1.503000
1100,b1,0.004000
1100,b2,1.759000
1100,b1,0.002000
1100,b2,1.310000
1200,b1,0.012000
1200,b2,1.969000
1200,b1,0.003000
1200,b2,1.952000
1200,b1,0.003000
1200,b2,1.970000
1200,b1,0.003000
1200,b2,1.899000
1200,b1,0.002000
1200,b2,1.653000
1200,b1,0.002000
1200,b2,1.813000
1200,b1,0.003000
1200,b2,1.524000
1200,b1,0.002000
1200,b2,1.548000
1200,b1,0.002000
1200,b2,1.538000
1200,b1,0.002000
1200,b2,1.595000
1300,b1,0.009000
1300,b2,1.879000
1300,b1,0.002000
1300,b2,1.877000
1300,b1,0.003000
1300,b2,2.154000
1300,b1,0.002000
1300,b2,1.939000
1300,b1,0.003000
1300,b2,2.173000
1300,b1,0.003000
1300,b2,1.835000
1300,b1,0.002000
1300,b2,1.766000
1300,b1,0.003000
1300,b2,1.869000
1300,b1,0.003000
1300,b2,1.748000
1300,b1,0.002000
1300,b2,1.843000
1400,b1,0.006000
1400,b2,2.171000
1400,b1,0.003000
1400,b2,2.320000
1400,b1,0.005000
1400,b2,2.273000
1400,b1,0.003000
1400,b2,2.152000
1400,b1,0.002000
1400,b2,2.064000
1400,b1,0.002000
1400,b2,2.277000
1400,b1,0.003000
1400,b2,2.523000
1400,b1,0.003000
1400,b2,2.662000
1400,b1,0.003000
1400,b2,2.559000
1400,b1,0.003000
1400,b2,2.880000
1500,b1,0.006000
1500,b2,2.358000
1500,b1,0.003000
1500,b2,2.521000
1500,b1,0.003000
1500,b2,2.331000
1500,b1,0.003000
1500,b2,2.395000
1500,b1,0.002000
1500,b2,2.789000
1500,b1,0.003000
1500,b2,2.491000
1500,b1,0.003000
1500,b2,2.604000
1500,b1,0.003000
1500,b2,2.464000
1500,b1,0.003000
1500,b2,2.386000
1500,b1,0.003000
1500,b2,2.297000
1600,b1,0.006000
1600,b2,3.033000
1600,b1,0.003000
1600,b2,2.878000
1600,b1,0.003000
1600,b2,2.874000
1600,b1,0.003000
1600,b2,2.672000
1600,b1,0.003000
1600,b2,2.616000
1600,b1,0.002000
1600,b2,2.627000
1600,b1,0.003000
1600,b2,2.886000
1600,b1,0.004000
1600,b2,2.904000
1600,b1,0.002000
1600,b2,2.580000
1600,b1,0.003000
1600,b2,2.621000
1700,b1,0.011000
1700,b2,3.551000
1700,b1,0.003000
1700,b2,3.463000
1700,b1,0.003000
1700,b2,3.432000
1700,b1,0.003000
1700,b2,3.363000
1700,b1,0.004000
1700,b2,3.320000
1700,b1,0.003000
1700,b2,3.345000
1700,b1,0.003000
1700,b2,3.332000
1700,b1,0.003000
1700,b2,3.266000
1700,b1,0.003000
1700,b2,3.232000
1700,b1,0.003000
1700,b2,3.293000
1800,b1,0.010000
1800,b2,3.553000
1800,b1,0.003000
1800,b2,3.749000
1800,b1,0.003000
1800,b2,3.304000
1800,b1,0.002000
1800,b2,3.364000
1800,b1,0.003000
1800,b2,3.400000
1800,b1,0.003000
1800,b2,3.625000
1800,b1,0.003000
1800,b2,3.473000
1800,b1,0.004000
1800,b2,3.604000
1800,b1,0.003000
1800,b2,3.310000
1800,b1,0.004000
1800,b2,3.468000
1900,b1,0.007000
1900,b2,3.883000
1900,b1,0.003000
1900,b2,4.271000
1900,b1,0.003000
1900,b2,3.787000
1900,b1,0.003000
1900,b2,3.825000
1900,b1,0.002000
1900,b2,3.838000
1900,b1,0.003000
1900,b2,4.306000
1900,b1,0.004000
1900,b2,3.810000
1900,b1,0.003000
1900,b2,3.900000
1900,b1,0.004000
1900,b2,3.896000
1900,b1,0.003000
1900,b2,3.804000
2000,b1,0.006000
2000,b2,4.133000
2000,b1,0.004000
2000,b2,4.054000
2000,b1,0.003000
2000,b2,4.113000
2000,b1,0.003000
2000,b2,4.105000
2000,b1,0.003000
2000,b2,4.204000
2000,b1,0.003000
2000,b2,4.828000
2000,b1,0.005000
2000,b2,5.683000
2000,b1,0.004000
2000,b2,4.750000
2000,b1,0.004000
2000,b2,4.904000
2000,b1,0.004000
2000,b2,4.801000
1000,b1,0.008000
1000,b2,1.058000
1000,b1,0.002000
1000,b2,1.082000
1000,b1,0.002000
1000,b2,1.106000
1000,b1,0.001000
1000,b2,1.075000
1000,b1,0.002000
1000,b2,1.113000
1000,b1,0.003000
1000,b2,1.161000
1000,b1,0.002000
1000,b2,1.256000
1000,b1,0.003000
1000,b2,1.219000
1000,b1,0.002000
1000,b2,1.330000
1000,b1,0.002000
1000,b2,1.196000
1100,b1,0.005000
1100,b2,1.285000
1100,b1,0.002000
1100,b2,1.273000
1100,b1,0.002000
1100,b2,1.315000
1100,b1,0.002000
1100,b2,1.265000
1100,b1,0.002000
1100,b2,1.419000
1100,b1,0.003000
1100,b2,1.375000
1100,b1,0.003000
1100,b2,1.624000
1100,b1,0.002000
1100,b2,1.391000
1100,b1,0.003000
1100,b2,1.499000
1100,b1,0.003000
1100,b2,1.375000
1200,b1,0.005000
1200,b2,1.564000
1200,b1,0.002000
1200,b2,1.632000
1200,b1,0.002000
1200,b2,1.952000
1200,b1,0.002000
1200,b2,1.648000
1200,b1,0.003000
1200,b2,1.712000
1200,b1,0.002000
1200,b2,1.562000
1200,b1,0.002000
1200,b2,1.636000
1200,b1,0.002000
1200,b2,1.600000
1200,b1,0.002000
1200,b2,1.541000
1200,b1,0.002000
1200,b2,1.492000
1300,b1,0.007000
1300,b2,2.122000
1300,b1,0.003000
1300,b2,1.799000
1300,b1,0.003000
1300,b2,1.875000
1300,b1,0.002000
1300,b2,1.763000
1300,b1,0.002000
1300,b2,1.831000
1300,b1,0.003000
1300,b2,1.812000
1300,b1,0.002000
1300,b2,1.865000
1300,b1,0.002000
1300,b2,1.772000
1300,b1,0.002000
1300,b2,1.855000
1300,b1,0.003000
1300,b2,1.755000
1400,b1,0.005000
1400,b2,2.088000
1400,b1,0.003000
1400,b2,2.097000
1400,b1,0.002000
1400,b2,2.143000
1400,b1,0.003000
1400,b2,2.086000
1400,b1,0.002000
1400,b2,2.073000
1400,b1,0.003000
1400,b2,2.550000
1400,b1,0.003000
1400,b2,2.665000
1400,b1,0.003000
1400,b2,2.641000
1400,b1,0.003000
1400,b2,2.320000
1400,b1,0.003000
1400,b2,2.099000
1500,b1,0.006000
1500,b2,2.552000
1500,b1,0.003000
1500,b2,2.480000
1500,b1,0.003000
1500,b2,2.354000
1500,b1,0.002000
1500,b2,2.412000
1500,b1,0.002000
1500,b2,2.401000
1500,b1,0.002000
1500,b2,2.345000
1500,b1,0.003000
1500,b2,2.358000
1500,b1,0.003000
1500,b2,2.335000
1500,b1,0.002000
1500,b2,2.384000
1500,b1,0.002000
1500,b2,2.405000
1600,b1,0.006000
1600,b2,2.729000
1600,b1,0.002000
1600,b2,2.860000
1600,b1,0.003000
1600,b2,2.741000
1600,b1,0.003000
1600,b2,2.649000
1600,b1,0.003000
1600,b2,2.699000
1600,b1,0.002000
1600,b2,2.802000
1600,b1,0.003000
1600,b2,2.755000
1600,b1,0.002000
1600,b2,2.744000
1600,b1,0.002000
1600,b2,2.694000
1600,b1,0.002000
1600,b2,2.672000
1700,b1,0.011000
1700,b2,3.142000
1700,b1,0.003000
1700,b2,3.102000
1700,b1,0.002000
1700,b2,3.193000
1700,b1,0.003000
1700,b2,3.137000
1700,b1,0.003000
1700,b2,3.010000
1700,b1,0.004000
1700,b2,3.068000
1700,b1,0.003000
1700,b2,3.247000
1700,b1,0.003000
1700,b2,3.024000
1700,b1,0.002000
1700,b2,3.054000
1700,b1,0.003000
1700,b2,3.052000
1800,b1,0.006000
1800,b2,3.298000
1800,b1,0.003000
1800,b2,3.379000
1800,b1,0.003000
1800,b2,3.480000
1800,b1,0.003000
1800,b2,3.362000
1800,b1,0.003000
1800,b2,3.317000
1800,b1,0.003000
1800,b2,3.283000
1800,b1,0.003000
1800,b2,3.575000
1800,b1,0.003000
1800,b2,3.714000
1800,b1,0.004000
1800,b2,4.841000
1800,b1,0.003000
1800,b2,3.867000
1900,b1,0.006000
1900,b2,3.988000
1900,b1,0.003000
1900,b2,4.184000
1900,b1,0.003000
1900,b2,3.809000
1900,b1,0.004000
1900,b2,4.066000
1900,b1,0.003000
1900,b2,3.904000
1900,b1,0.003000
1900,b2,4.098000
1900,b1,0.005000
1900,b2,3.967000
1900,b1,0.003000
1900,b2,4.276000
1900,b1,0.005000
1900,b2,4.417000
1900,b1,0.005000
1900,b2,4.448000
2000,b1,0.007000
2000,b2,4.210000
2000,b1,0.003000
2000,b2,4.168000
2000,b1,0.002000
2000,b2,4.269000
2000,b1,0.003000
2000,b2,4.106000
2000,b1,0.003000
2000,b2,4.557000
2000,b1,0.003000
2000,b2,4.823000
2000,b1,0.004000
2000,b2,4.270000
2000,b1,0.003000
2000,b2,4.137000
2000,b1,0.003000
2000,b2,5.164000
2000,b1,0.004000
2000,b2,5.266000
