n,alg,time 
145,Spline,0.000017
145,Lagrange,0.000925
145,Newton,0.000630
145,GSL_Polym_Interpol,0.000273
145,Akima,0.000019
145,Spline,0.000027
145,Lagrange,0.000901
145,Newton,0.000609
145,GSL_Polym_Interpol,0.000281
145,Akima,0.000022
145,Spline,0.000029
145,Lagrange,0.000872
145,Newton,0.000494
145,GSL_Polym_Interpol,0.000251
145,Akima,0.000017
145,Spline,0.000022
145,Lagrange,0.000833
145,Newton,0.000491
145,GSL_Polym_Interpol,0.000251
145,Akima,0.000017
145,Spline,0.000041
145,Lagrange,0.000830
145,Newton,0.000490
145,GSL_Polym_Interpol,0.000252
145,Akima,0.000017
145,Spline,0.000022
150,Lagrange,0.000886
150,Newton,0.000577
150,GSL_Polym_Interpol,0.000270
150,Akima,0.000017
150,Spline,0.000025
150,Lagrange,0.000913
150,Newton,0.000525
150,GSL_Polym_Interpol,0.000267
150,Akima,0.000018
150,Spline,0.000023
150,Lagrange,0.000886
150,Newton,0.000525
150,GSL_Polym_Interpol,0.000299
150,Akima,0.000017
150,Spline,0.000024
150,Lagrange,0.000995
150,Newton,0.000553
150,GSL_Polym_Interpol,0.000270
150,Akima,0.000018
150,Spline,0.000023
150,Lagrange,0.000886
150,Newton,0.000525
150,GSL_Polym_Interpol,0.000269
150,Akima,0.000017
150,Spline,0.000022
150,Lagrange,0.000886
150,Newton,0.000552
150,GSL_Polym_Interpol,0.000269
150,Akima,0.000017
150,Spline,0.000022
150,Lagrange,0.000886
150,Newton,0.000525
150,GSL_Polym_Interpol,0.000270
150,Akima,0.000016
150,Spline,0.000023
150,Lagrange,0.000886
150,Newton,0.000525
150,GSL_Polym_Interpol,0.000295
150,Akima,0.000018
150,Spline,0.000023
150,Lagrange,0.000911
150,Newton,0.000524
150,GSL_Polym_Interpol,0.000293
150,Akima,0.000019
150,Spline,0.000025
150,Lagrange,0.000915
150,Newton,0.000525
150,GSL_Polym_Interpol,0.000268
150,Akima,0.000018
150,Spline,0.000023
155,Lagrange,0.000949
155,Newton,0.000696
155,GSL_Polym_Interpol,0.000439
155,Akima,0.000017
155,Spline,0.000023
155,Lagrange,0.000945
155,Newton,0.000690
155,GSL_Polym_Interpol,0.000441
155,Akima,0.000017
155,Spline,0.000028
155,Lagrange,0.001385
155,Newton,0.000819
155,GSL_Polym_Interpol,0.000441
155,Akima,0.000030
155,Spline,0.000027
155,Lagrange,0.001152
155,Newton,0.000728
155,GSL_Polym_Interpol,0.000442
155,Akima,0.000020
155,Spline,0.000025
155,Lagrange,0.000946
155,Newton,0.000689
155,GSL_Polym_Interpol,0.000439
155,Akima,0.000018
155,Spline,0.000024
155,Lagrange,0.000951
155,Newton,0.000690
155,GSL_Polym_Interpol,0.000439
155,Akima,0.000018
155,Spline,0.000024
155,Lagrange,0.000945
155,Newton,0.000689
155,GSL_Polym_Interpol,0.000438
155,Akima,0.000018
155,Spline,0.000026
155,Lagrange,0.000946
155,Newton,0.000729
155,GSL_Polym_Interpol,0.000438
155,Akima,0.000019
155,Spline,0.000024
155,Lagrange,0.000945
155,Newton,0.000693
155,GSL_Polym_Interpol,0.000441
155,Akima,0.000018
155,Spline,0.000023
155,Lagrange,0.000996
155,Newton,0.000717
155,GSL_Polym_Interpol,0.000439
155,Akima,0.000018
155,Spline,0.000024
160,Lagrange,0.001007
160,Newton,0.000799
160,GSL_Polym_Interpol,0.000519
160,Akima,0.000019
160,Spline,0.000024
160,Lagrange,0.001007
160,Newton,0.000781
160,GSL_Polym_Interpol,0.000543
160,Akima,0.000019
160,Spline,0.000025
160,Lagrange,0.001011
160,Newton,0.000781
160,GSL_Polym_Interpol,0.000519
160,Akima,0.000019
160,Spline,0.000024
160,Lagrange,0.001008
160,Newton,0.000782
160,GSL_Polym_Interpol,0.000523
160,Akima,0.000019
160,Spline,0.000025
160,Lagrange,0.001012
160,Newton,0.000781
160,GSL_Polym_Interpol,0.000519
160,Akima,0.000019
160,Spline,0.000023
160,Lagrange,0.001018
160,Newton,0.000785
160,GSL_Polym_Interpol,0.000589
160,Akima,0.000019
160,Spline,0.000029
160,Lagrange,0.001345
160,Newton,0.000843
160,GSL_Polym_Interpol,0.000623
160,Akima,0.000025
160,Spline,0.000035
160,Lagrange,0.001100
160,Newton,0.000835
160,GSL_Polym_Interpol,0.000555
160,Akima,0.000020
160,Spline,0.000026
160,Lagrange,0.001088
160,Newton,0.000833
160,GSL_Polym_Interpol,0.000519
160,Akima,0.000019
160,Spline,0.000025
160,Lagrange,0.001036
160,Newton,0.000805
160,GSL_Polym_Interpol,0.000519
160,Akima,0.000019
160,Spline,0.000024
165,Lagrange,0.001103
165,Newton,0.000839
165,GSL_Polym_Interpol,0.000542
165,Akima,0.000019
165,Spline,0.000025
165,Lagrange,0.001137
165,Newton,0.000861
165,GSL_Polym_Interpol,0.000542
165,Akima,0.000020
165,Spline,0.000025
165,Lagrange,0.001144
165,Newton,0.000854
165,GSL_Polym_Interpol,0.000572
165,Akima,0.000019
165,Spline,0.000024
165,Lagrange,0.001100
165,Newton,0.000852
165,GSL_Polym_Interpol,0.000542
165,Akima,0.000020
165,Spline,0.000025
165,Lagrange,0.001070
165,Newton,0.000856
165,GSL_Polym_Interpol,0.000569
165,Akima,0.000020
165,Spline,0.000025
165,Lagrange,0.001071
165,Newton,0.000827
165,GSL_Polym_Interpol,0.000542
165,Akima,0.000020
165,Spline,0.000025
165,Lagrange,0.001075
165,Newton,0.000827
165,GSL_Polym_Interpol,0.000542
165,Akima,0.000020
165,Spline,0.000025
165,Lagrange,0.001071
165,Newton,0.000855
165,GSL_Polym_Interpol,0.000566
165,Akima,0.000019
165,Spline,0.000029
165,Lagrange,0.001535
165,Newton,0.000888
165,GSL_Polym_Interpol,0.000611
165,Akima,0.000022
165,Spline,0.000028
165,Lagrange,0.001209
165,Newton,0.000828
165,GSL_Polym_Interpol,0.000545
165,Akima,0.000020
165,Spline,0.000026
170,Lagrange,0.001137
170,Newton,0.000894
170,GSL_Polym_Interpol,0.000565
170,Akima,0.000019
170,Spline,0.000026
170,Lagrange,0.001160
170,Newton,0.000876
170,GSL_Polym_Interpol,0.000565
170,Akima,0.000020
170,Spline,0.000032
170,Lagrange,0.001136
170,Newton,0.000875
170,GSL_Polym_Interpol,0.000565
170,Akima,0.000020
170,Spline,0.000025
170,Lagrange,0.001136
170,Newton,0.000888
170,GSL_Polym_Interpol,0.000565
170,Akima,0.000021
170,Spline,0.000026
170,Lagrange,0.001136
170,Newton,0.000926
170,GSL_Polym_Interpol,0.000582
170,Akima,0.000020
170,Spline,0.000025
170,Lagrange,0.001163
170,Newton,0.000875
170,GSL_Polym_Interpol,0.000593
170,Akima,0.000020
170,Spline,0.000025
170,Lagrange,0.001194
170,Newton,0.000876
170,GSL_Polym_Interpol,0.000565
170,Akima,0.000020
170,Spline,0.000026
170,Lagrange,0.001136
170,Newton,0.000876
170,GSL_Polym_Interpol,0.000599
170,Akima,0.000020
170,Spline,0.000025
170,Lagrange,0.001136
170,Newton,0.000899
170,GSL_Polym_Interpol,0.000566
170,Akima,0.000020
170,Spline,0.000025
170,Lagrange,0.001138
170,Newton,0.000875
170,GSL_Polym_Interpol,0.000646
170,Akima,0.000019
170,Spline,0.000042
175,Lagrange,0.001509
175,Newton,0.001099
175,GSL_Polym_Interpol,0.000625
175,Akima,0.000032
175,Spline,0.000030
175,Lagrange,0.001219
175,Newton,0.000947
175,GSL_Polym_Interpol,0.000680
175,Akima,0.000024
175,Spline,0.000021
175,Lagrange,0.001215
175,Newton,0.000947
175,GSL_Polym_Interpol,0.000616
175,Akima,0.000024
175,Spline,0.000021
175,Lagrange,0.001244
175,Newton,0.000948
175,GSL_Polym_Interpol,0.000616
175,Akima,0.000024
175,Spline,0.000021
175,Lagrange,0.001223
175,Newton,0.000956
175,GSL_Polym_Interpol,0.000616
175,Akima,0.000024
175,Spline,0.000021
175,Lagrange,0.001238
175,Newton,0.000947
175,GSL_Polym_Interpol,0.000616
175,Akima,0.000024
175,Spline,0.000020
175,Lagrange,0.001277
175,Newton,0.000974
175,GSL_Polym_Interpol,0.000650
175,Akima,0.000024
175,Spline,0.000021
175,Lagrange,0.001215
175,Newton,0.000958
175,GSL_Polym_Interpol,0.000616
175,Akima,0.000024
175,Spline,0.000020
175,Lagrange,0.001216
175,Newton,0.000971
175,GSL_Polym_Interpol,0.000644
175,Akima,0.000023
175,Spline,0.000020
175,Lagrange,0.001215
175,Newton,0.000961
175,GSL_Polym_Interpol,0.000605
175,Akima,0.000024
175,Spline,0.000021
180,Lagrange,0.001314
180,Newton,0.001105
180,GSL_Polym_Interpol,0.000697
180,Akima,0.000025
180,Spline,0.000023
180,Lagrange,0.001452
180,Newton,0.001148
180,GSL_Polym_Interpol,0.000672
180,Akima,0.000025
180,Spline,0.000024
180,Lagrange,0.001313
180,Newton,0.001006
180,GSL_Polym_Interpol,0.000652
180,Akima,0.000025
180,Spline,0.000022
180,Lagrange,0.001311
180,Newton,0.000998
180,GSL_Polym_Interpol,0.000651
180,Akima,0.000024
180,Spline,0.000021
180,Lagrange,0.001283
180,Newton,0.000999
180,GSL_Polym_Interpol,0.000646
180,Akima,0.000024
180,Spline,0.000021
180,Lagrange,0.001314
180,Newton,0.001040
180,GSL_Polym_Interpol,0.000646
180,Akima,0.000014
180,Spline,0.000022
180,Lagrange,0.001333
180,Newton,0.001022
180,GSL_Polym_Interpol,0.000674
180,Akima,0.000024
180,Spline,0.000022
180,Lagrange,0.001364
180,Newton,0.001022
180,GSL_Polym_Interpol,0.000662
180,Akima,0.000024
180,Spline,0.000021
180,Lagrange,0.001295
180,Newton,0.001002
180,GSL_Polym_Interpol,0.000647
180,Akima,0.000024
180,Spline,0.000021
180,Lagrange,0.001322
180,Newton,0.001007
180,GSL_Polym_Interpol,0.000647
180,Akima,0.000024
180,Spline,0.000022
185,Lagrange,0.001386
185,Newton,0.001059
185,GSL_Polym_Interpol,0.000733
185,Akima,0.000015
185,Spline,0.000022
185,Lagrange,0.001503
185,Newton,0.001168
185,GSL_Polym_Interpol,0.000733
185,Akima,0.000025
185,Spline,0.000032
185,Lagrange,0.001484
185,Newton,0.001066
185,GSL_Polym_Interpol,0.000655
185,Akima,0.000022
185,Spline,0.000027
185,Lagrange,0.001344
185,Newton,0.001053
185,GSL_Polym_Interpol,0.000653
185,Akima,0.000021
185,Spline,0.000028
185,Lagrange,0.001347
185,Newton,0.001053
185,GSL_Polym_Interpol,0.000654
185,Akima,0.000021
185,Spline,0.000027
185,Lagrange,0.001353
185,Newton,0.001028
185,GSL_Polym_Interpol,0.000654
185,Akima,0.000021
185,Spline,0.000027
185,Lagrange,0.001344
185,Newton,0.001032
185,GSL_Polym_Interpol,0.000654
185,Akima,0.000021
185,Spline,0.000027
185,Lagrange,0.001344
185,Newton,0.001038
185,GSL_Polym_Interpol,0.000680
185,Akima,0.000021
185,Spline,0.000029
185,Lagrange,0.001357
185,Newton,0.001028
185,GSL_Polym_Interpol,0.000654
185,Akima,0.000021
185,Spline,0.000028
185,Lagrange,0.001348
185,Newton,0.001029
185,GSL_Polym_Interpol,0.000654
185,Akima,0.000022
185,Spline,0.000028
190,Lagrange,0.001421
190,Newton,0.001108
190,GSL_Polym_Interpol,0.000802
190,Akima,0.000024
190,Spline,0.000042
190,Lagrange,0.001810
190,Newton,0.001301
190,GSL_Polym_Interpol,0.000720
190,Akima,0.000026
190,Spline,0.000025
190,Lagrange,0.001463
190,Newton,0.001130
190,GSL_Polym_Interpol,0.000727
190,Akima,0.000025
190,Spline,0.000023
190,Lagrange,0.001430
190,Newton,0.001160
190,GSL_Polym_Interpol,0.000709
190,Akima,0.000025
190,Spline,0.000023
190,Lagrange,0.001429
190,Newton,0.001115
190,GSL_Polym_Interpol,0.000714
190,Akima,0.000025
190,Spline,0.000022
190,Lagrange,0.001432
190,Newton,0.001108
190,GSL_Polym_Interpol,0.000709
190,Akima,0.000024
190,Spline,0.000022
190,Lagrange,0.001434
190,Newton,0.001132
190,GSL_Polym_Interpol,0.000709
190,Akima,0.000025
190,Spline,0.000022
190,Lagrange,0.001432
190,Newton,0.001107
190,GSL_Polym_Interpol,0.000715
190,Akima,0.000025
190,Spline,0.000034
190,Lagrange,0.001433
190,Newton,0.001108
190,GSL_Polym_Interpol,0.000709
190,Akima,0.000025
190,Spline,0.000022
190,Lagrange,0.001428
190,Newton,0.001135
190,GSL_Polym_Interpol,0.000709
190,Akima,0.000024
190,Spline,0.000022
195,Lagrange,0.001727
195,Newton,0.001264
195,GSL_Polym_Interpol,0.000802
195,Akima,0.000024
195,Spline,0.000049
195,Lagrange,0.001563
195,Newton,0.001169
195,GSL_Polym_Interpol,0.000741
195,Akima,0.000026
195,Spline,0.000024
195,Lagrange,0.001576
195,Newton,0.001171
195,GSL_Polym_Interpol,0.000744
195,Akima,0.000025
195,Spline,0.000023
195,Lagrange,0.001504
195,Newton,0.001161
195,GSL_Polym_Interpol,0.000741
195,Akima,0.000025
195,Spline,0.000023
195,Lagrange,0.001516
195,Newton,0.001161
195,GSL_Polym_Interpol,0.000740
195,Akima,0.000025
195,Spline,0.000023
195,Lagrange,0.001530
195,Newton,0.001161
195,GSL_Polym_Interpol,0.000740
195,Akima,0.000025
195,Spline,0.000023
195,Lagrange,0.001507
195,Newton,0.001161
195,GSL_Polym_Interpol,0.000766
195,Akima,0.000025
195,Spline,0.000023
195,Lagrange,0.001557
195,Newton,0.001160
195,GSL_Polym_Interpol,0.000753
195,Akima,0.000015
195,Spline,0.000022
195,Lagrange,0.001549
195,Newton,0.001331
195,GSL_Polym_Interpol,0.000793
195,Akima,0.000016
195,Spline,0.000024
195,Lagrange,0.001694
195,Newton,0.001320
195,GSL_Polym_Interpol,0.000730
195,Akima,0.000024
195,Spline,0.000030
200,Lagrange,0.001575
200,Newton,0.001247
200,GSL_Polym_Interpol,0.000817
200,Akima,0.000024
200,Spline,0.000029
200,Lagrange,0.001637
200,Newton,0.001242
200,GSL_Polym_Interpol,0.000751
200,Akima,0.000023
200,Spline,0.000030
200,Lagrange,0.001604
200,Newton,0.001224
200,GSL_Polym_Interpol,0.000789
200,Akima,0.000025
200,Spline,0.000032
200,Lagrange,0.001591
200,Newton,0.001227
200,GSL_Polym_Interpol,0.000761
200,Akima,0.000023
200,Spline,0.000030
200,Lagrange,0.001579
200,Newton,0.001195
200,GSL_Polym_Interpol,0.000754
200,Akima,0.000023
200,Spline,0.000029
200,Lagrange,0.001572
200,Newton,0.001218
200,GSL_Polym_Interpol,0.000750
200,Akima,0.000022
200,Spline,0.000029
200,Lagrange,0.001615
200,Newton,0.001197
200,GSL_Polym_Interpol,0.000753
200,Akima,0.000021
200,Spline,0.000028
200,Lagrange,0.001761
200,Newton,0.001499
200,GSL_Polym_Interpol,0.000807
200,Akima,0.000025
200,Spline,0.000032
200,Lagrange,0.001679
200,Newton,0.001195
200,GSL_Polym_Interpol,0.000776
200,Akima,0.000023
200,Spline,0.000030
200,Lagrange,0.001577
200,Newton,0.001195
200,GSL_Polym_Interpol,0.000750
200,Akima,0.000023
200,Spline,0.000029
205,Lagrange,0.001786
205,Newton,0.001351
205,GSL_Polym_Interpol,0.000837
205,Akima,0.000025
205,Spline,0.000032
205,Lagrange,0.001766
205,Newton,0.001276
205,GSL_Polym_Interpol,0.000783
205,Akima,0.000023
205,Spline,0.000030
205,Lagrange,0.001652
205,Newton,0.001251
205,GSL_Polym_Interpol,0.000783
205,Akima,0.000022
205,Spline,0.000029
205,Lagrange,0.001652
205,Newton,0.001250
205,GSL_Polym_Interpol,0.000783
205,Akima,0.000022
205,Spline,0.000029
205,Lagrange,0.001674
205,Newton,0.001251
205,GSL_Polym_Interpol,0.000798
205,Akima,0.000022
205,Spline,0.000029
205,Lagrange,0.001651
205,Newton,0.001693
205,GSL_Polym_Interpol,0.000786
205,Akima,0.000024
205,Spline,0.000043
205,Lagrange,0.001915
205,Newton,0.001344
205,GSL_Polym_Interpol,0.000840
205,Akima,0.000025
205,Spline,0.000033
205,Lagrange,0.001751
205,Newton,0.001250
205,GSL_Polym_Interpol,0.000783
205,Akima,0.000023
205,Spline,0.000029
205,Lagrange,0.001694
205,Newton,0.001270
205,GSL_Polym_Interpol,0.000811
205,Akima,0.000022
205,Spline,0.000029
205,Lagrange,0.001683
205,Newton,0.001267
205,GSL_Polym_Interpol,0.000783
205,Akima,0.000023
205,Spline,0.000029
210,Lagrange,0.001731
210,Newton,0.001320
210,GSL_Polym_Interpol,0.000817
210,Akima,0.000023
210,Spline,0.000030
210,Lagrange,0.001735
210,Newton,0.001330
210,GSL_Polym_Interpol,0.000818
210,Akima,0.000023
210,Spline,0.000030
210,Lagrange,0.001732
210,Newton,0.001307
210,GSL_Polym_Interpol,0.000818
210,Akima,0.000022
210,Spline,0.000030
210,Lagrange,0.001947
210,Newton,0.001623
210,GSL_Polym_Interpol,0.000893
210,Akima,0.000026
210,Spline,0.000038
210,Lagrange,0.001905
210,Newton,0.001330
210,GSL_Polym_Interpol,0.000842
210,Akima,0.000027
210,Spline,0.000026
210,Lagrange,0.001746
210,Newton,0.001329
210,GSL_Polym_Interpol,0.000840
210,Akima,0.000026
210,Spline,0.000025
210,Lagrange,0.001767
210,Newton,0.001372
210,GSL_Polym_Interpol,0.000841
210,Akima,0.000026
210,Spline,0.000025
210,Lagrange,0.001786
210,Newton,0.001329
210,GSL_Polym_Interpol,0.000841
210,Akima,0.000026
210,Spline,0.000024
210,Lagrange,0.001744
210,Newton,0.001329
210,GSL_Polym_Interpol,0.000865
210,Akima,0.000026
210,Spline,0.000024
210,Lagrange,0.001820
210,Newton,0.001329
210,GSL_Polym_Interpol,0.000841
210,Akima,0.000027
210,Spline,0.000025
215,Lagrange,0.001829
215,Newton,0.001402
215,GSL_Polym_Interpol,0.000904
215,Akima,0.000027
215,Spline,0.000026
215,Lagrange,0.002042
215,Newton,0.001558
215,GSL_Polym_Interpol,0.000887
215,Akima,0.000024
215,Spline,0.000032
215,Lagrange,0.001814
215,Newton,0.001400
215,GSL_Polym_Interpol,0.000852
215,Akima,0.000023
215,Spline,0.000030
215,Lagrange,0.001840
215,Newton,0.001435
215,GSL_Polym_Interpol,0.000852
215,Akima,0.000023
215,Spline,0.000031
215,Lagrange,0.001814
215,Newton,0.001444
215,GSL_Polym_Interpol,0.000882
215,Akima,0.000024
215,Spline,0.000031
215,Lagrange,0.001818
215,Newton,0.001437
215,GSL_Polym_Interpol,0.000876
215,Akima,0.000023
215,Spline,0.000031
215,Lagrange,0.001816
215,Newton,0.001397
215,GSL_Polym_Interpol,0.000852
215,Akima,0.000023
215,Spline,0.000030
215,Lagrange,0.001815
215,Newton,0.001373
215,GSL_Polym_Interpol,0.000851
215,Akima,0.000022
215,Spline,0.000031
215,Lagrange,0.001841
215,Newton,0.001830
215,GSL_Polym_Interpol,0.000929
215,Akima,0.000027
215,Spline,0.000034
215,Lagrange,0.002073
215,Newton,0.001370
215,GSL_Polym_Interpol,0.000854
215,Akima,0.000024
215,Spline,0.000032
220,Lagrange,0.001931
220,Newton,0.001468
220,GSL_Polym_Interpol,0.000888
220,Akima,0.000024
220,Spline,0.000031
220,Lagrange,0.001922
220,Newton,0.001427
220,GSL_Polym_Interpol,0.000898
220,Akima,0.000037
220,Spline,0.000031
220,Lagrange,0.001967
220,Newton,0.001455
220,GSL_Polym_Interpol,0.000914
220,Akima,0.000024
220,Spline,0.000031
220,Lagrange,0.001895
220,Newton,0.001434
220,GSL_Polym_Interpol,0.000890
220,Akima,0.000024
220,Spline,0.000030
220,Lagrange,0.001896
220,Newton,0.001431
220,GSL_Polym_Interpol,0.000887
220,Akima,0.000024
220,Spline,0.000031
220,Lagrange,0.001919
220,Newton,0.001585
220,GSL_Polym_Interpol,0.001054
220,Akima,0.000025
220,Spline,0.000033
220,Lagrange,0.002189
220,Newton,0.001473
220,GSL_Polym_Interpol,0.000890
220,Akima,0.000025
220,Spline,0.000033
220,Lagrange,0.001942
220,Newton,0.001427
220,GSL_Polym_Interpol,0.000887
220,Akima,0.000023
220,Spline,0.000031
220,Lagrange,0.001936
220,Newton,0.001426
220,GSL_Polym_Interpol,0.000887
220,Akima,0.000023
220,Spline,0.000031
220,Lagrange,0.001941
220,Newton,0.001514
220,GSL_Polym_Interpol,0.000914
220,Akima,0.000023
220,Spline,0.000031
225,Lagrange,0.002038
225,Newton,0.001500
225,GSL_Polym_Interpol,0.000926
225,Akima,0.000023
225,Spline,0.000032
225,Lagrange,0.001987
225,Newton,0.001488
225,GSL_Polym_Interpol,0.000949
225,Akima,0.000024
225,Spline,0.000032
225,Lagrange,0.001986
225,Newton,0.001623
225,GSL_Polym_Interpol,0.000992
225,Akima,0.000026
225,Spline,0.000032
225,Lagrange,0.002108
225,Newton,0.001527
225,GSL_Polym_Interpol,0.000949
225,Akima,0.000024
225,Spline,0.000033
225,Lagrange,0.001986
225,Newton,0.001488
225,GSL_Polym_Interpol,0.000922
225,Akima,0.000024
225,Spline,0.000031
225,Lagrange,0.002014
225,Newton,0.001489
225,GSL_Polym_Interpol,0.000923
225,Akima,0.000024
225,Spline,0.000031
225,Lagrange,0.002023
225,Newton,0.001580
225,GSL_Polym_Interpol,0.000985
225,Akima,0.000025
225,Spline,0.000032
225,Lagrange,0.002008
225,Newton,0.001489
225,GSL_Polym_Interpol,0.000950
225,Akima,0.000024
225,Spline,0.000032
225,Lagrange,0.002009
225,Newton,0.001519
225,GSL_Polym_Interpol,0.000947
225,Akima,0.000024
225,Spline,0.000031
225,Lagrange,0.001981
225,Newton,0.001807
225,GSL_Polym_Interpol,0.000976
225,Akima,0.000033
225,Spline,0.000043
230,Lagrange,0.002188
230,Newton,0.001593
230,GSL_Polym_Interpol,0.000962
230,Akima,0.000025
230,Spline,0.000034
230,Lagrange,0.002077
230,Newton,0.001552
230,GSL_Polym_Interpol,0.000960
230,Akima,0.000024
230,Spline,0.000032
230,Lagrange,0.002078
230,Newton,0.001575
230,GSL_Polym_Interpol,0.000963
230,Akima,0.000024
230,Spline,0.000032
230,Lagrange,0.002091
230,Newton,0.001601
230,GSL_Polym_Interpol,0.001013
230,Akima,0.000027
230,Spline,0.000031
230,Lagrange,0.002142
230,Newton,0.001608
230,GSL_Polym_Interpol,0.000961
230,Akima,0.000024
230,Spline,0.000032
230,Lagrange,0.002102
230,Newton,0.001552
230,GSL_Polym_Interpol,0.000964
230,Akima,0.000025
230,Spline,0.000041
230,Lagrange,0.002668
230,Newton,0.001731
230,GSL_Polym_Interpol,0.000994
230,Akima,0.000026
230,Spline,0.000034
230,Lagrange,0.002206
230,Newton,0.001613
230,GSL_Polym_Interpol,0.000960
230,Akima,0.000024
230,Spline,0.000032
230,Lagrange,0.002077
230,Newton,0.001623
230,GSL_Polym_Interpol,0.000959
230,Akima,0.000024
230,Spline,0.000032
230,Lagrange,0.002103
230,Newton,0.001556
230,GSL_Polym_Interpol,0.000960
230,Akima,0.000024
230,Spline,0.000038
235,Lagrange,0.002242
235,Newton,0.001674
235,GSL_Polym_Interpol,0.001033
235,Akima,0.000025
235,Spline,0.000033
235,Lagrange,0.002200
235,Newton,0.001669
235,GSL_Polym_Interpol,0.000996
235,Akima,0.000025
235,Spline,0.000033
235,Lagrange,0.002203
235,Newton,0.001924
235,GSL_Polym_Interpol,0.001196
235,Akima,0.000027
235,Spline,0.000037
235,Lagrange,0.002208
235,Newton,0.001639
235,GSL_Polym_Interpol,0.001096
235,Akima,0.000029
235,Spline,0.000029
235,Lagrange,0.002210
235,Newton,0.001643
235,GSL_Polym_Interpol,0.001022
235,Akima,0.000028
235,Spline,0.000028
235,Lagrange,0.002174
235,Newton,0.001667
235,GSL_Polym_Interpol,0.001021
235,Akima,0.000029
235,Spline,0.000028
235,Lagrange,0.002223
235,Newton,0.001637
235,GSL_Polym_Interpol,0.001044
235,Akima,0.000029
235,Spline,0.000028
235,Lagrange,0.002181
235,Newton,0.001663
235,GSL_Polym_Interpol,0.001019
235,Akima,0.000028
235,Spline,0.000028
235,Lagrange,0.002208
235,Newton,0.001744
235,GSL_Polym_Interpol,0.001364
235,Akima,0.000030
235,Spline,0.000031
235,Lagrange,0.002352
235,Newton,0.001745
235,GSL_Polym_Interpol,0.001065
235,Akima,0.000020
235,Spline,0.000030
240,Lagrange,0.002392
240,Newton,0.001767
240,GSL_Polym_Interpol,0.001057
240,Akima,0.000030
240,Spline,0.000029
240,Lagrange,0.002295
240,Newton,0.001702
240,GSL_Polym_Interpol,0.001059
240,Akima,0.000030
240,Spline,0.000029
240,Lagrange,0.002286
240,Newton,0.001706
240,GSL_Polym_Interpol,0.001056
240,Akima,0.000030
240,Spline,0.000029
240,Lagrange,0.002279
240,Newton,0.001728
240,GSL_Polym_Interpol,0.001082
240,Akima,0.000029
240,Spline,0.000029
240,Lagrange,0.002278
240,Newton,0.001776
240,GSL_Polym_Interpol,0.001274
240,Akima,0.000031
240,Spline,0.000032
240,Lagrange,0.002442
240,Newton,0.001805
240,GSL_Polym_Interpol,0.001106
240,Akima,0.000020
240,Spline,0.000031
240,Lagrange,0.002423
240,Newton,0.001744
240,GSL_Polym_Interpol,0.001084
240,Akima,0.000029
240,Spline,0.000029
240,Lagrange,0.002282
240,Newton,0.001728
240,GSL_Polym_Interpol,0.001061
240,Akima,0.000030
240,Spline,0.000030
240,Lagrange,0.002311
240,Newton,0.001757
240,GSL_Polym_Interpol,0.001057
240,Akima,0.000030
240,Spline,0.000029
240,Lagrange,0.002282
240,Newton,0.001702
240,GSL_Polym_Interpol,0.001057
240,Akima,0.000029
240,Spline,0.000029
245,Lagrange,0.002400
245,Newton,0.001887
245,GSL_Polym_Interpol,0.001110
245,Akima,0.000030
245,Spline,0.000030
245,Lagrange,0.002530
245,Newton,0.001778
245,GSL_Polym_Interpol,0.001097
245,Akima,0.000030
245,Spline,0.000030
245,Lagrange,0.002389
245,Newton,0.001772
245,GSL_Polym_Interpol,0.001167
245,Akima,0.000029
245,Spline,0.000028
245,Lagrange,0.002520
245,Newton,0.001836
245,GSL_Polym_Interpol,0.001118
245,Akima,0.000029
245,Spline,0.000028
245,Lagrange,0.002393
245,Newton,0.001795
245,GSL_Polym_Interpol,0.001091
245,Akima,0.000029
245,Spline,0.000028
245,Lagrange,0.002394
245,Newton,0.001769
245,GSL_Polym_Interpol,0.001092
245,Akima,0.000029
245,Spline,0.000028
245,Lagrange,0.002473
245,Newton,0.002116
245,GSL_Polym_Interpol,0.001142
245,Akima,0.000045
245,Spline,0.000031
245,Lagrange,0.002398
245,Newton,0.001790
245,GSL_Polym_Interpol,0.001093
245,Akima,0.000030
245,Spline,0.000029
245,Lagrange,0.002400
245,Newton,0.001765
245,GSL_Polym_Interpol,0.001151
245,Akima,0.000029
245,Spline,0.000029
245,Lagrange,0.002394
245,Newton,0.001820
245,GSL_Polym_Interpol,0.001093
245,Akima,0.000029
245,Spline,0.000029
250,Lagrange,0.002462
250,Newton,0.001848
250,GSL_Polym_Interpol,0.001150
250,Akima,0.000036
250,Spline,0.000029
250,Lagrange,0.002463
250,Newton,0.001843
250,GSL_Polym_Interpol,0.001149
250,Akima,0.000029
250,Spline,0.000029
250,Lagrange,0.003055
250,Newton,0.002023
250,GSL_Polym_Interpol,0.001153
250,Akima,0.000031
250,Spline,0.000032
250,Lagrange,0.002467
250,Newton,0.001836
250,GSL_Polym_Interpol,0.001152
250,Akima,0.000030
250,Spline,0.000029
250,Lagrange,0.002460
250,Newton,0.001931
250,GSL_Polym_Interpol,0.001150
250,Akima,0.000029
250,Spline,0.000042
250,Lagrange,0.002515
250,Newton,0.001846
250,GSL_Polym_Interpol,0.001208
250,Akima,0.000030
250,Spline,0.000029
250,Lagrange,0.002461
250,Newton,0.001844
250,GSL_Polym_Interpol,0.001150
250,Akima,0.000030
