n,alg,time
550,alg1,1.414501
550,alg2,0.913148
550,blas,0.002006
550,alg1,1.439643
550,alg2,0.909638
550,blas,0.001940
550,alg1,1.394170
550,alg2,0.913220
550,blas,0.001906
550,alg1,1.398058
550,alg2,0.914768
550,blas,0.001904
550,alg1,1.405193
550,alg2,0.912739
550,blas,0.001984
550,alg1,1.428099
550,alg2,0.915462
550,blas,0.002092
550,alg1,1.399912
550,alg2,0.918530
550,blas,0.002178
550,alg1,1.405544
550,alg2,0.916771
550,blas,0.001933
550,alg1,1.408397
550,alg2,0.919211
550,blas,0.002176
550,alg1,1.406026
550,alg2,0.918755
550,blas,0.002114
550,alg1,1.408313
550,alg2,0.916497
550,blas,0.002149
550,alg1,1.401830
550,alg2,0.913474
550,blas,0.001910
550,alg1,1.409070
550,alg2,0.913539
550,blas,0.001923
600,alg1,2.227112
600,alg2,1.189431
600,blas,0.002911
600,alg1,2.142337
600,alg2,1.184831
600,blas,0.002610
600,alg1,2.111380
600,alg2,1.255615
600,blas,0.002622
600,alg1,2.115718
600,alg2,1.194454
600,blas,0.002679
600,alg1,2.097486
600,alg2,1.198214
600,blas,0.002604
600,alg1,2.115601
600,alg2,1.206025
600,blas,0.002616
600,alg1,2.157259
600,alg2,1.200989
600,blas,0.002614
600,alg1,2.114496
600,alg2,1.201162
600,blas,0.002736
600,alg1,2.082782
600,alg2,1.193726
600,blas,0.002593
600,alg1,2.239740
600,alg2,1.190516
600,blas,0.002690
600,alg1,2.100660
600,alg2,1.188196
600,blas,0.003238
600,alg1,2.105505
600,alg2,1.194697
600,blas,0.002635
600,alg1,2.125198
600,alg2,1.203032
600,blas,0.002908
600,alg1,2.119115
600,alg2,1.193018
600,blas,0.002818
600,alg1,2.149918
600,alg2,1.216515
600,blas,0.002827
600,alg1,2.185295
600,alg2,1.261463
600,blas,0.002816
600,alg1,2.144123
600,alg2,1.200216
600,blas,0.002613
600,alg1,2.111507
600,alg2,1.202049
600,blas,0.002718
600,alg1,2.312020
600,alg2,1.191753
600,blas,0.002814
600,alg1,2.109721
600,alg2,1.197860
600,blas,0.002708
650,alg1,2.833593
650,alg2,1.519306
650,blas,0.002397
650,alg1,2.838163
650,alg2,1.507541
650,blas,0.002228
650,alg1,2.814929
650,alg2,1.506079
650,blas,0.002386
650,alg1,2.843640
650,alg2,1.512050
650,blas,0.002364
650,alg1,2.807559
650,alg2,1.507701
650,blas,0.002230
650,alg1,2.828533
650,alg2,1.512295
650,blas,0.002245
650,alg1,2.801151
650,alg2,1.518223
650,blas,0.002289
650,alg1,2.805227
650,alg2,1.506689
650,blas,0.002807
650,alg1,2.827468
650,alg2,1.502812
650,blas,0.002285
650,alg1,2.799489
650,alg2,1.519619
650,blas,0.001988
650,alg1,2.819376
650,alg2,1.500136
650,blas,0.002398
650,alg1,2.799341
650,alg2,1.504261
650,blas,0.002415
650,alg1,2.802062
650,alg2,1.522772
650,blas,0.002224
650,alg1,2.802883
650,alg2,1.510806
650,blas,0.002351
650,alg1,2.804414
650,alg2,1.502407
650,blas,0.002327
650,alg1,2.834591
650,alg2,1.513160
650,blas,0.002531
650,alg1,2.827805
650,alg2,1.530836
650,blas,0.002233
650,alg1,2.871757
650,alg2,1.506834
650,blas,0.002409
650,alg1,2.809639
650,alg2,1.498645
650,blas,0.002219
650,alg1,2.829078
650,alg2,1.513346
650,blas,0.002287
700,alg1,3.355630
700,alg2,1.890451
700,blas,0.004209
700,alg1,3.417953
700,alg2,1.917107
700,blas,0.004184
700,alg1,3.397457
700,alg2,1.954645
700,blas,0.004141
700,alg1,3.435726
700,alg2,1.889818
700,blas,0.004193
700,alg1,3.499231
700,alg2,2.009824
700,blas,0.004514
700,alg1,3.600884
700,alg2,1.984925
700,blas,0.004144
700,alg1,3.578029
700,alg2,1.966138
700,blas,0.005340
700,alg1,3.555140
700,alg2,1.937815
700,blas,0.004338
700,alg1,3.509531
700,alg2,2.002754
700,blas,0.004328
700,alg1,3.435929
700,alg2,1.921526
700,blas,0.004334
700,alg1,3.424866
700,alg2,1.982376
700,blas,0.004451
700,alg1,3.322286
700,alg2,1.865975
700,blas,0.004102
700,alg1,3.286258
700,alg2,1.862027
700,blas,0.004054
700,alg1,3.287202
700,alg2,1.898599
700,blas,0.004769
700,alg1,3.268283
700,alg2,1.901644
700,blas,0.004275
700,alg1,3.434465
700,alg2,1.923865
700,blas,0.004336
700,alg1,3.366376
700,alg2,1.885734
700,blas,0.004103
700,alg1,3.269807
700,alg2,1.887208
700,blas,0.004364
700,alg1,3.208700
700,alg2,1.883981
700,blas,0.004273
700,alg1,3.243356
700,alg2,1.846639
700,blas,0.004111
