n,alg,time
650,blas,0.001871
650,alg1,3.100474
650,alg2,1.559174
650,blas,0.001885
650,alg1,2.895844
650,alg2,1.524109
650,blas,0.001927
650,alg1,3.023168
650,alg2,1.528733
650,blas,0.001850
650,alg1,2.800359
650,alg2,1.504000
650,blas,0.001837
650,alg1,2.795388
650,alg2,1.513324
650,blas,0.001787
100,alg1,0.002970
100,alg2,0.002770
100,blas,0.000090
100,alg1,0.002890
100,alg2,0.002588
100,blas,0.000076
100,alg1,0.002716
100,alg2,0.002536
100,blas,0.000072
100,alg1,0.002824
100,alg2,0.002544
100,blas,0.000066
100,alg1,0.002753
100,alg2,0.002527
100,blas,0.000078
100,alg1,0.002532
100,alg2,0.002379
100,blas,0.000064
100,alg1,0.002348
100,alg2,0.002203
100,blas,0.000052
100,alg1,0.002293
100,alg2,0.002202
100,blas,0.000048
100,alg1,0.002293
100,alg2,0.002134
100,blas,0.000044
100,alg1,0.002210
100,alg2,0.002067
100,blas,0.000046
150,alg1,0.014861
150,alg2,0.006821
150,blas,0.000159
150,alg1,0.007037
150,alg2,0.006573
150,blas,0.000149
150,alg1,0.006720
150,alg2,0.005863
150,blas,0.000140
150,alg1,0.007072
150,alg2,0.005646
150,blas,0.000141
150,alg1,0.005930
150,alg2,0.005521
150,blas,0.000129
150,alg1,0.005656
150,alg2,0.005179
150,blas,0.000122
150,alg1,0.005428
150,alg2,0.004959
150,blas,0.000161
150,alg1,0.005237
150,alg2,0.004750
150,blas,0.000117
150,alg1,0.005064
150,alg2,0.004540
150,blas,0.000101
150,alg1,0.004952
150,alg2,0.004412
150,blas,0.000094
200,alg1,0.022963
200,alg2,0.015275
200,blas,0.000369
200,alg1,0.016243
200,alg2,0.013590
200,blas,0.000207
200,alg1,0.014812
200,alg2,0.011446
200,blas,0.000242
200,alg1,0.012871
200,alg2,0.010988
200,blas,0.000177
200,alg1,0.011922
200,alg2,0.009898
200,blas,0.000162
200,alg1,0.011084
200,alg2,0.009531
200,blas,0.000166
200,alg1,0.010388
200,alg2,0.008687
200,blas,0.000141
200,alg1,0.009906
200,alg2,0.008972
200,blas,0.000209
200,alg1,0.010730
200,alg2,0.008578
200,blas,0.000152
200,alg1,0.010092
200,alg2,0.009500
200,blas,0.000168
250,alg1,0.025172
250,alg2,0.016598
250,blas,0.000372
250,alg1,0.020584
250,alg2,0.016733
250,blas,0.000337
250,alg1,0.021419
250,alg2,0.016753
250,blas,0.000324
250,alg1,0.020074
250,alg2,0.016975
250,blas,0.000330
250,alg1,0.021436
250,alg2,0.016988
250,blas,0.000326
250,alg1,0.020661
250,alg2,0.016330
250,blas,0.000346
250,alg1,0.021150
250,alg2,0.016491
250,blas,0.000343
250,alg1,0.021338
250,alg2,0.016609
250,blas,0.000326
250,alg1,0.020828
250,alg2,0.017207
250,blas,0.000334
250,alg1,0.021369
250,alg2,0.016911
250,blas,0.000329
300,alg1,0.063250
300,alg2,0.037959
300,blas,0.000458
300,alg1,0.042443
300,alg2,0.029560
300,blas,0.000381
300,alg1,0.036038
300,alg2,0.028433
300,blas,0.000369
300,alg1,0.035631
300,alg2,0.031335
300,blas,0.000360
300,alg1,0.039447
300,alg2,0.029677
300,blas,0.000353
300,alg1,0.036949
300,alg2,0.029885
300,blas,0.000355
300,alg1,0.036308
300,alg2,0.029338
300,blas,0.000344
300,alg1,0.037683
300,alg2,0.030053
300,blas,0.000359
300,alg1,0.037247
300,alg2,0.029302
300,blas,0.000358
300,alg1,0.037995
300,alg2,0.028675
300,blas,0.000356
350,alg1,0.071864
350,alg2,0.045791
350,blas,0.000582
350,alg1,0.073958
350,alg2,0.046371
350,blas,0.000573
350,alg1,0.073687
350,alg2,0.046070
350,blas,0.000551
350,alg1,0.072420
350,alg2,0.046415
350,blas,0.000573
350,alg1,0.074655
350,alg2,0.045832
350,blas,0.000552
350,alg1,0.071870
350,alg2,0.045741
350,blas,0.000569
350,alg1,0.071775
350,alg2,0.045183
350,blas,0.000576
350,alg1,0.073303
350,alg2,0.045313
350,blas,0.000576
350,alg1,0.072990
350,alg2,0.044969
350,blas,0.000583
350,alg1,0.075881
350,alg2,0.044364
350,blas,0.000556
400,alg1,0.090304
400,alg2,0.068171
400,blas,0.000966
400,alg1,0.090832
400,alg2,0.068938
400,blas,0.000993
400,alg1,0.093129
400,alg2,0.067327
400,blas,0.000991
400,alg1,0.091825
400,alg2,0.069035
400,blas,0.000975
400,alg1,0.091833
400,alg2,0.067282
400,blas,0.000980
400,alg1,0.091046
400,alg2,0.067380
400,blas,0.000955
400,alg1,0.092141
400,alg2,0.070991
400,blas,0.000957
400,alg1,0.091275
400,alg2,0.066811
400,blas,0.000952
400,alg1,0.108478
400,alg2,0.066937
400,blas,0.000964
400,alg1,0.100897
400,alg2,0.071319
400,blas,0.000996
450,alg1,0.218203
450,alg2,0.097870
450,blas,0.001048
450,alg1,0.214794
450,alg2,0.097463
450,blas,0.001208
450,alg1,0.220983
450,alg2,0.110003
450,blas,0.000975
450,alg1,0.218387
450,alg2,0.096227
450,blas,0.000895
450,alg1,0.213561
450,alg2,0.097008
450,blas,0.001066
450,alg1,0.216780
450,alg2,0.098417
450,blas,0.001056
450,alg1,0.214784
450,alg2,0.096581
450,blas,0.001039
450,alg1,0.212524
450,alg2,0.097313
450,blas,0.001086
450,alg1,0.213508
450,alg2,0.098246
450,blas,0.001088
450,alg1,0.214073
450,alg2,0.098362
450,blas,0.001105
500,alg1,0.277766
500,alg2,0.135100
500,blas,0.001020
500,alg1,0.245724
500,alg2,0.133687
500,blas,0.000978
500,alg1,0.250426
500,alg2,0.137076
500,blas,0.000997
500,alg1,0.249034
500,alg2,0.136464
500,blas,0.001028
500,alg1,0.252589
500,alg2,0.134246
500,blas,0.000967
500,alg1,0.249855
500,alg2,0.134230
500,blas,0.000984
500,alg1,0.249541
500,alg2,0.135101
500,blas,0.000997
500,alg1,0.250616
500,alg2,0.133451
500,blas,0.000978
500,alg1,0.248980
500,alg2,0.134608
500,blas,0.001147
500,alg1,0.251095
500,alg2,0.133720
500,blas,0.000988
550,alg1,0.578849
550,alg2,0.182231
550,blas,0.002290
550,alg1,0.587022
550,alg2,0.182062
550,blas,0.001795
550,alg1,0.573423
550,alg2,0.180432
550,blas,0.001900
550,alg1,0.587082
550,alg2,0.185806
550,blas,0.001867
550,alg1,0.568161
550,alg2,0.179350
550,blas,0.001852
550,alg1,0.566665
550,alg2,0.185000
550,blas,0.001915
550,alg1,0.578933
550,alg2,0.182579
550,blas,0.001951
550,alg1,0.580272
550,alg2,0.182556
550,blas,0.001886
550,alg1,0.574332
550,alg2,0.180770
550,blas,0.001954
550,alg1,0.569417
550,alg2,0.179611
550,blas,0.001869
600,alg1,1.424093
600,alg2,0.242905
600,blas,0.001817
600,alg1,1.430655
600,alg2,0.246388
600,blas,0.001892
600,alg1,1.416853
600,alg2,0.242476
600,blas,0.002036
600,alg1,1.431535
600,alg2,0.246596
600,blas,0.001885
600,alg1,1.464955
600,alg2,0.251106
600,blas,0.001841
600,alg1,1.460145
600,alg2,0.249306
600,blas,0.002591
600,alg1,1.449593
600,alg2,0.246725
600,blas,0.001913
600,alg1,1.453601
600,alg2,0.245858
600,blas,0.002445
600,alg1,1.444361
600,alg2,0.258428
600,blas,0.001918
600,alg1,1.436738
600,alg2,0.243897
600,blas,0.001858
650,alg1,2.158095
650,alg2,0.463052
650,blas,0.003756
650,alg1,2.402711
650,alg2,0.311618
650,blas,0.003402
650,alg1,2.151804
650,alg2,0.305993
650,blas,0.003697
650,alg1,2.148433
650,alg2,0.307280
650,blas,0.003188
650,alg1,2.210092
650,alg2,0.315159
650,blas,0.003382
650,alg1,2.136315
650,alg2,0.323713
650,blas,0.003423
650,alg1,2.143214
650,alg2,0.302990
650,blas,0.003264
650,alg1,2.133841
650,alg2,0.306605
650,blas,0.003256
650,alg1,2.136546
650,alg2,0.311921
650,blas,0.003441
650,alg1,2.142447
650,alg2,0.305929
650,blas,0.003203
700,alg1,2.213586
700,alg2,0.386247
700,blas,0.003123
700,alg1,2.144407
700,alg2,0.426704
700,blas,0.002737
700,alg1,2.215605
700,alg2,0.386471
700,blas,0.003067
700,alg1,2.149436
700,alg2,0.390614
700,blas,0.002599
700,alg1,2.156943
700,alg2,0.390712
700,blas,0.002588
700,alg1,2.139575
700,alg2,0.387978
700,blas,0.002589
700,alg1,2.157404
700,alg2,0.387936
700,blas,0.002570
700,alg1,2.195824
700,alg2,0.402576
700,blas,0.002633
700,alg1,2.152776
700,alg2,0.387861
700,blas,0.003153
700,alg1,2.148774
700,alg2,0.389743
700,blas,0.003632
100,alg1,0.018928
100,alg2,0.015256
100,blas,0.000073
100,alg1,0.009136
100,alg2,0.008801
100,blas,0.000046
100,alg1,0.008384
100,alg2,0.008199
100,blas,0.000044
100,alg1,0.007940
100,alg2,0.007630
100,blas,0.000041
100,alg1,0.007433
100,alg2,0.007258
100,blas,0.000041
100,alg1,0.006983
100,alg2,0.006987
100,blas,0.000034
100,alg1,0.006623
100,alg2,0.006618
100,blas,0.000033
100,alg1,0.006374
100,alg2,0.006364
100,blas,0.000035
100,alg1,0.006175
100,alg2,0.006076
100,blas,0.000030
100,alg1,0.006053
100,alg2,0.005876
100,blas,0.000030
100,alg1,0.005730
100,alg2,0.005819
100,blas,0.000033
100,alg1,0.005525
100,alg2,0.005575
100,blas,0.000023
100,alg1,0.005686
100,alg2,0.005745
100,blas,0.000029
100,alg1,0.005706
100,alg2,0.005771
100,blas,0.000038
100,alg1,0.005713
100,alg2,0.005753
100,blas,0.000028
100,alg1,0.005706
100,alg2,0.005546
100,blas,0.000030
100,alg1,0.005564
100,alg2,0.005558
100,blas,0.000024
100,alg1,0.005438
100,alg2,0.005492
100,blas,0.000041
100,alg1,0.005690
100,alg2,0.005749
100,blas,0.000033
100,alg1,0.005710
100,alg2,0.005733
100,blas,0.000032
150,alg1,0.039360
150,alg2,0.030847
150,blas,0.000144
150,alg1,0.027584
150,alg2,0.024062
150,blas,0.000111
150,alg1,0.022766
150,alg2,0.020538
150,blas,0.000115
150,alg1,0.020004
150,alg2,0.018404
150,blas,0.000200
150,alg1,0.018983
150,alg2,0.019057
150,blas,0.000112
150,alg1,0.019145
150,alg2,0.017985
150,blas,0.000108
150,alg1,0.019352
150,alg2,0.018828
150,blas,0.000109
150,alg1,0.019414
150,alg2,0.018312
150,blas,0.000111
150,alg1,0.019166
150,alg2,0.019164
150,blas,0.000112
150,alg1,0.018966
150,alg2,0.019029
150,blas,0.000135
150,alg1,0.018595
150,alg2,0.018436
150,blas,0.000108
150,alg1,0.019305
150,alg2,0.019116
150,blas,0.000110
150,alg1,0.019698
150,alg2,0.019530
150,blas,0.000112
150,alg1,0.019292
150,alg2,0.018501
150,blas,0.000110
150,alg1,0.018774
150,alg2,0.018760
150,blas,0.000107
150,alg1,0.018408
150,alg2,0.018445
150,blas,0.000106
150,alg1,0.018942
150,alg2,0.018851
150,blas,0.000110
150,alg1,0.019753
150,alg2,0.019534
150,blas,0.000112
150,alg1,0.019422
150,alg2,0.018298
150,blas,0.000171
150,alg1,0.019241
150,alg2,0.018516
150,blas,0.000135
200,alg1,0.050136
200,alg2,0.051844
200,blas,0.000157
200,alg1,0.047741
200,alg2,0.045430
200,blas,0.000150
200,alg1,0.050451
200,alg2,0.045141
200,blas,0.000220
200,alg1,0.051224
200,alg2,0.043377
200,blas,0.000143
200,alg1,0.048287
200,alg2,0.043762
200,blas,0.000151
200,alg1,0.047570
200,alg2,0.043579
200,blas,0.000167
200,alg1,0.047935
200,alg2,0.043331
200,blas,0.000176
200,alg1,0.047624
200,alg2,0.044495
200,blas,0.000176
200,alg1,0.049034
200,alg2,0.043497
200,blas,0.000184
200,alg1,0.048609
200,alg2,0.043717
200,blas,0.000176
200,alg1,0.049005
200,alg2,0.043384
200,blas,0.000201
200,alg1,0.047991
200,alg2,0.045570
200,blas,0.000181
200,alg1,0.049351
200,alg2,0.043526
200,blas,0.000177
200,alg1,0.047019
200,alg2,0.043789
200,blas,0.000223
200,alg1,0.048345
200,alg2,0.043533
200,blas,0.000183
200,alg1,0.047840
200,alg2,0.044803
200,blas,0.000183
200,alg1,0.049602
200,alg2,0.043845
200,blas,0.000182
200,alg1,0.048507
200,alg2,0.043767
200,blas,0.000183
200,alg1,0.048433
200,alg2,0.043382
200,blas,0.000176
200,alg1,0.047580
200,alg2,0.043833
200,blas,0.000179
250,alg1,0.110378
250,alg2,0.096102
250,blas,0.000392
250,alg1,0.099522
250,alg2,0.087058
250,blas,0.000364
250,alg1,0.098804
250,alg2,0.091936
250,blas,0.000370
250,alg1,0.105458
250,alg2,0.092588
250,blas,0.000384
250,alg1,0.109374
250,alg2,0.084724
250,blas,0.000360
250,alg1,0.101111
250,alg2,0.088564
250,blas,0.000383
250,alg1,0.096720
250,alg2,0.084569
250,blas,0.000375
250,alg1,0.096281
250,alg2,0.085146
250,blas,0.000360
250,alg1,0.113652
250,alg2,0.089610
250,blas,0.000486
250,alg1,0.099095
250,alg2,0.086777
250,blas,0.000360
250,alg1,0.098880
250,alg2,0.084871
250,blas,0.000361
250,alg1,0.103462
250,alg2,0.084296
250,blas,0.000360
250,alg1,0.100289
250,alg2,0.084607
250,blas,0.000398
250,alg1,0.096320
250,alg2,0.084333
250,blas,0.000369
250,alg1,0.096279
250,alg2,0.086899
250,blas,0.000362
250,alg1,0.108288
250,alg2,0.089439
250,blas,0.000421
250,alg1,0.104003
250,alg2,0.089785
250,blas,0.000391
250,alg1,0.143495
250,alg2,0.087943
250,blas,0.000459
250,alg1,0.100967
250,alg2,0.085830
250,blas,0.000381
250,alg1,0.101353
250,alg2,0.090507
250,blas,0.000380
300,alg1,0.184431
300,alg2,0.152169
300,blas,0.000393
300,alg1,0.190151
300,alg2,0.155400
300,blas,0.000370
300,alg1,0.189736
300,alg2,0.149735
300,blas,0.000350
300,alg1,0.173722
300,alg2,0.148782
300,blas,0.000354
300,alg1,0.173777
300,alg2,0.148309
300,blas,0.000351
300,alg1,0.172397
300,alg2,0.146912
300,blas,0.000351
300,alg1,0.172613
300,alg2,0.146759
300,blas,0.000352
300,alg1,0.173068
300,alg2,0.169021
300,blas,0.000624
300,alg1,0.202603
300,alg2,0.148884
300,blas,0.000408
300,alg1,0.230606
300,alg2,0.155523
300,blas,0.000382
300,alg1,0.180060
300,alg2,0.147972
300,blas,0.000418
300,alg1,0.186781
300,alg2,0.147651
300,blas,0.000350
300,alg1,0.192997
300,alg2,0.164964
300,blas,0.000353
300,alg1,0.220377
300,alg2,0.147885
300,blas,0.000347
300,alg1,0.171707
300,alg2,0.149150
300,blas,0.000377
300,alg1,0.171269
300,alg2,0.147945
300,blas,0.000372
300,alg1,0.170694
300,alg2,0.148045
300,blas,0.000360
300,alg1,0.172440
300,alg2,0.148807
300,blas,0.000349
300,alg1,0.172104
300,alg2,0.148971
300,blas,0.000354
300,alg1,0.173073
300,alg2,0.149373
300,blas,0.000381
350,alg1,0.315285
350,alg2,0.237930
350,blas,0.000713
350,alg1,0.309598
350,alg2,0.234563
350,blas,0.000711
350,alg1,0.314938
350,alg2,0.234678
350,blas,0.000692
350,alg1,0.305130
350,alg2,0.233894
350,blas,0.000790
350,alg1,0.312129
350,alg2,0.231907
350,blas,0.000685
350,alg1,0.305833
350,alg2,0.231598
350,blas,0.000737
350,alg1,0.309063
350,alg2,0.234826
350,blas,0.000700
350,alg1,0.304224
350,alg2,0.233495
350,blas,0.000722
350,alg1,0.309725
350,alg2,0.234913
350,blas,0.000695
350,alg1,0.309586
350,alg2,0.237166
350,blas,0.000943
350,alg1,0.319248
350,alg2,0.234952
350,blas,0.000694
350,alg1,0.308335
350,alg2,0.233535
350,blas,0.000696
350,alg1,0.307808
350,alg2,0.231743
350,blas,0.000689
350,alg1,0.306702
350,alg2,0.238841
350,blas,0.000725
350,alg1,0.314088
350,alg2,0.233023
350,blas,0.000761
350,alg1,0.306940
350,alg2,0.234285
350,blas,0.000693
350,alg1,0.301512
350,alg2,0.234205
350,blas,0.000711
350,alg1,0.323787
350,alg2,0.240414
350,blas,0.000696
350,alg1,0.338867
350,alg2,0.254066
350,blas,0.000759
350,alg1,0.321804
350,alg2,0.233011
350,blas,0.000692
400,alg1,0.521969
400,alg2,0.346366
400,blas,0.000719
400,alg1,0.443979
400,alg2,0.349664
400,blas,0.000739
400,alg1,0.426927
400,alg2,0.345837
400,blas,0.000677
400,alg1,0.429110
400,alg2,0.344900
400,blas,0.000678
400,alg1,0.426124
400,alg2,0.347969
400,blas,0.000688
400,alg1,0.431394
400,alg2,0.347595
400,blas,0.001046
400,alg1,0.426689
400,alg2,0.347080
400,blas,0.000690
400,alg1,0.430770
400,alg2,0.384478
400,blas,0.000888
400,alg1,0.466041
400,alg2,0.345944
400,blas,0.000738
400,alg1,0.427226
400,alg2,0.344646
400,blas,0.000678
400,alg1,0.427991
400,alg2,0.407597
400,blas,0.000722
400,alg1,0.424612
400,alg2,0.387242
400,blas,0.001003
400,alg1,0.455511
400,alg2,0.346430
400,blas,0.000678
400,alg1,0.432539
400,alg2,0.346753
400,blas,0.000712
400,alg1,0.439716
400,alg2,0.353440
400,blas,0.000967
400,alg1,0.441964
400,alg2,0.351737
400,blas,0.000733
400,alg1,0.427072
400,alg2,0.344016
400,blas,0.000725
400,alg1,0.427909
400,alg2,0.346300
400,blas,0.000680
400,alg1,0.496220
400,alg2,0.345513
400,blas,0.001088
400,alg1,0.428543
400,alg2,0.349306
400,blas,0.000714
450,alg1,0.741029
450,alg2,0.504006
450,blas,0.000979
450,alg1,0.718649
450,alg2,0.501798
450,blas,0.000946
450,alg1,0.709364
450,alg2,0.496332
450,blas,0.000926
450,alg1,0.701445
450,alg2,0.497911
450,blas,0.000988
450,alg1,0.761297
450,alg2,0.497580
450,blas,0.000965
450,alg1,0.716745
450,alg2,0.501954
450,blas,0.000970
450,alg1,0.701919
450,alg2,0.493992
450,blas,0.000927
450,alg1,0.703444
450,alg2,0.493983
450,blas,0.001005
450,alg1,0.712053
450,alg2,0.500776
450,blas,0.000958
450,alg1,0.699359
450,alg2,0.498176
450,blas,0.000982
450,alg1,0.705156
450,alg2,0.497799
450,blas,0.000998
450,alg1,0.702773
450,alg2,0.491718
450,blas,0.000930
450,alg1,0.702572
450,alg2,0.496880
450,blas,0.001113
450,alg1,0.701727
450,alg2,0.496595
450,blas,0.000955
450,alg1,0.700476
450,alg2,0.492449
450,blas,0.000976
450,alg1,0.697401
450,alg2,0.495777
450,blas,0.000984
450,alg1,0.705655
450,alg2,0.496343
450,blas,0.000941
450,alg1,0.726069
450,alg2,0.497422
450,blas,0.000967
450,alg1,0.700580
450,alg2,0.495429
450,blas,0.000972
450,alg1,0.703920
450,alg2,0.495027
450,blas,0.000976
500,alg1,0.959134
500,alg2,0.682229
500,blas,0.001046
500,alg1,0.933204
500,alg2,0.680352
500,blas,0.001207
500,alg1,0.934376
500,alg2,0.679944
500,blas,0.001038
500,alg1,0.943352
500,alg2,0.683317
500,blas,0.001085
500,alg1,0.953506
500,alg2,0.682884
500,blas,0.001077
500,alg1,0.930046
500,alg2,0.676072
500,blas,0.001135
500,alg1,0.934103
500,alg2,0.679317
500,blas,0.001049
500,alg1,0.937005
500,alg2,0.680232
500,blas,0.001077
500,alg1,0.943860
500,alg2,0.680304
500,blas,0.001647
500,alg1,0.938878
500,alg2,0.682366
500,blas,0.001071
500,alg1,0.957377
500,alg2,0.683901
500,blas,0.001111
500,alg1,0.933106
500,alg2,0.677365
500,blas,0.001793
500,alg1,0.933813
500,alg2,0.680923
500,blas,0.001119
500,alg1,0.938165
500,alg2,0.687417
500,blas,0.001132
500,alg1,0.931489
500,alg2,0.709950
500,blas,0.001268
500,alg1,0.944475
500,alg2,0.675951
500,blas,0.001077
500,alg1,0.946902
500,alg2,0.678641
500,blas,0.001052
500,alg1,1.018654
500,alg2,0.671405
500,blas,0.001152
500,alg1,0.936277
500,alg2,0.674330
500,blas,0.001047
500,alg1,0.941662
500,alg2,0.676649
500,blas,0.001061
550,alg1,1.408006
550,alg2,0.909688
550,blas,0.001951
550,alg1,1.413615
550,alg2,0.918418
550,blas,0.001893
550,alg1,1.407260
550,alg2,0.920683
550,blas,0.002108
550,alg1,1.402463
550,alg2,0.918557
550,blas,0.001868
550,alg1,1.732094
550,alg2,1.663579
550,blas,0.003165
550,alg1,2.230357
550,alg2,0.916346
550,blas,0.001947
550,alg1,1.401035
550,alg2,0.908891
550,blas,0.002004
